2.09,1.27,7.91,8.8,Clase-B
2.68,5.38,8.79,1.39,Clase-B
4.42,6.75,5.18,5.23,Clase-A
8.93,7.7,4.21,3.02,Clase-A
3.76,5.36,6.72,7.89,Clase-A
4.0,8.16,4.27,2.46,Clase-B
5.39,8.43,6.77,7.14,Clase-B
2.8,9.79,4.12,5.3,Clase-B
8.19,8.01,6.07,2.05,Clase-B
7.16,1.84,6.18,2.12,Clase-B
2.42,2.2,2.18,9.32,Clase-B
2.97,7.81,6.12,4.72,Clase-A
9.64,1.22,9.02,7.07,Clase-B
2.93,6.65,3.32,6.0,Clase-B
8.19,8.89,7.39,6.33,Clase-B
2.36,4.31,4.62,9.97,Clase-B
5.41,2.7,7.05,8.05,Clase-B
5.63,8.39,7.27,7.15,Clase-B
6.34,8.2,2.52,8.45,Clase-A
9.7,7.43,9.35,7.93,Clase-B
5.26,8.27,9.17,9.72,Clase-A
7.49,8.34,7.42,7.8,Clase-A
7.02,9.82,4.14,9.67,Clase-B
8.93,5.32,9.53,5.01,Clase-A
2.17,7.06,7.3,6.46,Clase-A
7.36,5.44,6.35,1.68,Clase-A
4.62,5.9,1.1,8.63,Clase-B
1.33,4.82,6.16,2.32,Clase-B
8.25,5.11,5.59,5.1,Clase-B
9.7,5.09,8.45,8.47,Clase-A
1.68,9.72,1.57,7.37,Clase-A
6.97,6.24,6.77,2.14,Clase-B
7.58,3.01,6.34,8.57,Clase-A
2.24,9.5,7.73,1.66,Clase-B
9.41,1.38,8.81,3.01,Clase-A
2.55,3.87,1.15,2.54,Clase-A
1.95,5.5,8.1,6.31,Clase-B
4.63,1.36,7.49,2.39,Clase-B
9.59,4.6,3.87,6.99,Clase-A
5.75,2.15,6.97,3.65,Clase-A
6.63,1.9,3.78,2.84,Clase-B
9.5,9.36,1.47,9.18,Clase-A
6.33,4.13,2.74,5.87,Clase-B
3.59,4.83,1.69,1.99,Clase-A
8.12,2.55,6.01,9.42,Clase-B
4.31,9.92,7.8,9.8,Clase-B
2.29,2.83,8.65,1.29,Clase-B
3.3,6.7,3.98,1.26,Clase-B
3.72,5.88,6.5,6.9,Clase-B
7.8,7.8,2.75,3.47,Clase-B
6.98,9.47,8.41,7.68,Clase-A
4.24,10.0,4.54,5.69,Clase-A
1.6,5.54,5.85,7.5,Clase-A
6.66,8.77,6.0,6.18,Clase-B
7.45,5.94,2.88,2.31,Clase-B
3.83,9.85,4.67,6.88,Clase-A
8.26,6.18,5.06,4.45,Clase-B
9.35,5.66,2.22,3.61,Clase-A
8.24,5.61,6.18,4.96,Clase-A
1.28,6.72,2.81,9.25,Clase-A
2.75,7.1,8.95,3.6,Clase-B
8.98,4.89,1.27,8.16,Clase-A
8.39,9.4,4.09,6.53,Clase-B
1.86,5.6,6.88,6.56,Clase-B
1.07,6.22,2.03,7.8,Clase-A
9.71,9.64,3.22,7.39,Clase-A
9.29,8.08,7.35,4.53,Clase-A
1.12,2.85,3.7,6.41,Clase-A
3.65,9.97,3.26,9.85,Clase-B
5.82,7.42,3.91,9.6,Clase-B
6.99,5.53,6.9,4.48,Clase-A
7.21,5.58,5.59,4.34,Clase-B
8.71,8.39,2.46,7.46,Clase-A
3.54,5.11,8.55,9.22,Clase-B
2.84,2.51,3.56,3.57,Clase-A
1.98,6.56,3.42,6.15,Clase-A
1.77,7.77,6.28,6.53,Clase-B
8.62,2.21,4.79,6.07,Clase-A
4.91,9.92,8.61,5.83,Clase-B
2.8,5.98,5.38,8.8,Clase-B
9.38,7.65,2.76,2.76,Clase-A
3.55,3.65,1.86,7.87,Clase-B
9.52,1.59,6.1,5.88,Clase-B
2.0,2.98,7.32,3.68,Clase-B
2.54,7.0,6.6,6.89,Clase-A
9.31,6.34,5.51,7.78,Clase-B
3.61,1.7,2.87,2.0,Clase-B
2.82,2.35,7.86,3.63,Clase-B
3.49,3.63,1.11,8.96,Clase-A
1.89,3.0,7.14,6.08,Clase-A
4.15,8.42,4.09,5.71,Clase-B
6.23,6.72,1.09,7.97,Clase-B
7.88,2.65,1.2,7.68,Clase-B
6.9,8.23,3.74,2.42,Clase-B
6.33,2.5,7.94,7.11,Clase-A
5.96,1.32,3.59,3.37,Clase-B
9.5,1.3,7.01,5.44,Clase-B
8.58,5.5,3.64,1.16,Clase-A
4.87,9.98,7.93,7.86,Clase-A
5.85,3.25,5.51,7.75,Clase-B
